title,num_rooms,num_bedrooms,type_of_good,total_area,total_land_area,condition,latitude,longitude,city,region,features,url,price,Antenne parabolique,Ascenseur,Chambre rangement,Chauffage central,Cheminée,Climatisation,Concierge,Cuisine équipée,Double vitrage,Entre-seul,Four,Garage,Jardin,Machine à laver,Meublé,Micro-ondes,Piscine,Porte blindée,Réfrigérateur,Salon européen,Sécurité,Terrasse,Vue sur les montagnes,Vue sur mer
"A vendre Duplex en S3 à cité des juges, La Marsa",4,3,Villa,284,,Bon état,36.876389,10.325278,Cité des Juges,La Marsa,Jardin;Terrasse;Garage;Climatisation;Chauffage central;Sécurité;Cuisine équipée,https://www.mubawab.tn/fr/a/8251123/a-vendre-duplex-en-s3-%C3%A0-cit%C3%A9-des-juges-la-marsa,850000,False,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False
A Vendre Villa en S6 à Ennasr 2,7,6,Villa,438,,Bon état,36.8625,10.19556,Cité Ennasr 2,Ariana Ville,Jardin;Terrasse;Garage,https://www.mubawab.tn/fr/a/8251108/a-vendre-villa-en-s6-%C3%A0-ennasr-2,980000,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False
A vendre Villa jumelé,5,5,Maison,174,167.0,Bon état,35.35193,10.13184,Kairouan Sud,,Terrasse;Garage;Antenne parabolique;Climatisation;Sécurité;Double vitrage;Porte blindée;Cuisine équipée,https://www.mubawab.tn/fr/a/8216018/a-vendre-villa-jumel%C3%A9,380000,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False
A Vendre Villa Jumelée,4,3,Villa,280,180.0,Bon état,35.6776,10.0924,Kairouan Ville,Kairouan Ville,Jardin;Terrasse;Garage;Chauffage central;Double vitrage;Porte blindée;Cuisine équipée,https://www.mubawab.tn/fr/a/8211013/a-vendre-villa-jumel%C3%A9e,480000,False,False,False,True,False,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False
Villa Jumelée S6 à Vendre à Kairouan,6,5,Villa,254,,Nouveau,35.6776,10.0924,Kairouan Ville,Kairouan Ville,Terrasse;Garage;Entre-seul;Porte blindée,https://www.mubawab.tn/fr/a/8119274/villa-jumel%C3%A9e-s6-%C3%A0-vendre-%C3%A0-kairouan,360000,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False
À Vendre Villa R2 avec 4 Appartements S2,4,3,Villa,750,333.0,Bon état,35.35193,10.13184,Kairouan Sud,,Jardin;Terrasse;Garage;Piscine;Antenne parabolique;Climatisation;Sécurité;Double vitrage;Porte blindée;Cuisine équipée,https://www.mubawab.tn/fr/a/8210922/%C3%A0-vendre-villa-r2-avec-4-appartements-s2,1400000,True,False,False,False,False,True,False,True,True,False,False,True,True,False,False,False,True,True,False,False,True,True,False,False
Villa jumelée en vente à Kairouan,4,3,Villa,175,,Nouveau,35.6776,10.0924,Kairouan Ville,Kairouan Ville,Cuisine équipée,https://www.mubawab.tn/fr/a/8103573/villa-jumel%C3%A9e-en-vente-%C3%A0-kairouan,320000,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Un magnifique penthouse S3 avec piscine aux Lac 2,3,3,Villa,325,,Nouveau,36.876389,10.325278,Les Berges Du Lac 2,La Marsa,Jardin;Terrasse;Garage;Ascenseur;Piscine;Concierge;Entre-seul;Climatisation;Chauffage central;Sécurité;Double vitrage;Porte blindée;Cuisine équipée,https://www.mubawab.tn/fr/a/8206916/un-magnifique-penthouse-s3-avec-piscine-aux-lac-2,1800000,False,True,False,True,False,True,True,True,True,True,False,True,True,False,False,False,True,True,False,False,True,True,False,False
Villa S5 en duplex avec garage à Beni Khiar Plage,6,5,Villa,264,209.0,Bon état,36.45819628643039,10.786737709045411,Beni Khiar,Beni Khiar,Terrasse;Garage;Chambre rangement;Antenne parabolique;Cheminée;Climatisation;Chauffage central;Sécurité;Double vitrage;Porte blindée;Cuisine équipée;Four,https://www.mubawab.tn/fr/a/8255342/villa-s5-en-duplex-avec-garage-%C3%A0-beni-khiar-plage,600000,True,False,True,True,True,True,False,True,True,False,True,True,False,False,False,False,False,True,False,False,True,True,False,False
Duplex inachevée à cité Riadh Kelibia,2,2,Maison,195,211.0,Nouveau,36.8493,11.0918,Kélibia,,Terrasse,https://www.mubawab.tn/fr/a/8231701/duplex-inachev%C3%A9e-%C3%A0-cit%C3%A9-riadh-kelibia,300000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Villa avec garage de haut standing à kelibia,4,3,Villa,145,,Nouveau,36.8493,11.0918,Kélibia,,Terrasse;Garage,https://www.mubawab.tn/fr/a/8228388/villa-avec-garage-de-haut-standing-%C3%A0-kelibia,210000,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Une belle demeure avec style arabesque à kélibia,6,3,Villa,300,,Bon état,36.8493,11.0918,Kélibia,,Terrasse,https://www.mubawab.tn/fr/a/7969809/une-belle-demeure-avec-style-arabesque-%C3%A0-k%C3%A9libia,320000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Une magnifique villa jamais habitée,4,3,Villa,350,290.0,Nouveau,36.8931787,10.3099394,Gammarth Supérieur,La Marsa,Jardin;Terrasse;Garage;Vue sur mer;Vue sur les montagnes;Piscine;Concierge;Chambre rangement;Salon européen;Antenne parabolique;Climatisation;Chauffage central;Sécurité;Double vitrage;Porte blindée;Cuisine équipée,https://www.mubawab.tn/fr/a/8172010/une-magnifique-villa-jamais-habit%C3%A9e,2100000,True,False,True,True,False,True,True,True,True,False,False,True,True,False,False,False,True,True,False,True,True,True,True,True
Villa camélia,5,4,Villa,140,620.0,Nouveau,36.40107999999998,10.61457000000003,Hammamet,Hammamet,Jardin;Terrasse;Garage;Piscine;Chambre rangement;Entre-seul;Salon européen;Antenne parabolique;Cheminée;Climatisation;Chauffage central;Double vitrage;Porte blindée;Cuisine équipée,https://www.mubawab.tn/fr/a/8046884/villa-cam%C3%A9lia,680000,True,False,True,True,True,True,False,True,True,True,False,True,True,False,False,False,True,True,False,True,False,True,False,False
Villa sebastian,5,4,Villa,485,,Nouveau,36.38838535881692,10.551504497544922,Hammamet Sud,Hammamet,Jardin;Terrasse;Garage;Piscine;Entre-seul;Salon européen;Climatisation;Chauffage central;Double vitrage;Porte blindée;Cuisine équipée,https://www.mubawab.tn/fr/a/8022200/villa-sebastian,892000,False,False,False,True,False,True,False,True,True,True,False,True,True,False,False,False,True,True,False,True,False,True,False,False
Villa domino,4,3,Villa,500,,Nouveau,36.40107136454593,10.614569999999986,Hammamet Sud,Hammamet,Jardin;Piscine;Climatisation;Chauffage central;Sécurité,https://www.mubawab.tn/fr/a/7557108/villa-domino,790000,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
Villa Verde,4,4,Villa,320,400.0,Nouveau,36.40108,10.61457,Hammamet Sud,Hammamet,Jardin;Terrasse;Garage;Piscine;Entre-seul;Salon européen;Climatisation;Chauffage central;Sécurité;Double vitrage;Porte blindée;Cuisine équipée,https://www.mubawab.tn/fr/a/8223097/villa-verde,830000,False,False,False,True,False,True,False,True,True,True,False,True,True,False,False,False,True,True,False,True,True,True,False,False
Penthouse A Vendre,4,3,Villa,304,,Nouveau,36.45056,10.73505,Nabeul,Nabeul,Terrasse;Ascenseur;Vue sur mer;Salon européen;Cheminée;Climatisation;Chauffage central;Sécurité;Double vitrage;Réfrigérateur;Four,https://www.mubawab.tn/fr/a/8182229/penthouse-a-vendre,590000,False,True,False,True,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True,True,True,False,True
Une charmante villa nouvellement construite,5,3,Villa,450,,Nouveau,36.40107999999999,10.61457,Hammamet Sud,Hammamet,Jardin;Terrasse;Garage;Vue sur les montagnes;Piscine;Chambre rangement;Salon européen;Climatisation;Chauffage central;Sécurité;Double vitrage;Porte blindée;Cuisine équipée;Four;Micro-ondes,https://www.mubawab.tn/fr/a/7901510/une-charmante-villa-nouvellement-construite,540000,False,False,True,True,False,True,False,True,True,False,True,True,True,False,False,True,True,True,False,True,True,True,True,False
Une charmante villa en cours de finition,6,4,Villa,600,600.0,Nouveau,36.40108,10.61457,Hammamet,Hammamet,Jardin;Terrasse;Garage;Piscine;Concierge;Chambre rangement;Meublé;Salon européen;Climatisation;Chauffage central;Sécurité;Double vitrage;Porte blindée;Cuisine équipée,https://www.mubawab.tn/fr/a/8129166/une-charmante-villa-en-cours-de-finition,870000,False,False,True,True,False,True,True,True,True,False,False,True,True,False,True,False,True,True,False,True,True,True,False,False
Villa de style moderne en cours de finition,6,4,Villa,300,600.0,Nouveau,36.40108000000001,10.61457,Hammamet Sud,Hammamet,Jardin;Terrasse;Garage;Vue sur les montagnes;Piscine;Chambre rangement;Salon européen;Cuisine équipée;Four;Micro-ondes,https://www.mubawab.tn/fr/a/8150807/villa-de-style-moderne-en-cours-de-finition,750000,False,False,True,False,False,False,False,True,False,False,True,True,True,False,False,True,True,False,False,True,False,True,True,False
Villa individuelle en vente,,,Villa,599,,,36.845235,10.164723,El Menzah,,Jardin;Chambre rangement,https://www.mubawab.tn/fr/a/8236343/villa-individuelle-en-vente,1150000,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Immeuble Hamilton à Vendre à Sidi Bou Said,7,5,Maison,280,,Bon état,36.8566,10.3258,Sidi Bousaid,Carthage,Terrasse;Vue sur mer,https://www.mubawab.tn/fr/a/7982929/immeuble-hamilton-%C3%A0-vendre-%C3%A0-sidi-bou-said,880000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
Villa S5 neuve avec piscine et jardin à La Soukra,6,5,Villa,309,,Nouveau,36.883333,10.25,La Soukra,La Soukra,Jardin;Terrasse;Garage;Piscine;Entre-seul;Climatisation;Chauffage central;Cuisine équipée;Four;Micro-ondes,https://www.mubawab.tn/fr/a/8162914/villa-s5-neuve-avec-piscine-et-jardin-%C3%A0-la-soukra,1950000,False,False,False,True,False,True,False,True,False,True,True,True,True,False,False,True,True,False,False,False,False,True,False,False
Duplex jumelée S5 à La Soukra,6,5,Villa,157,,Bon état,36.883333,10.25,La Soukra,La Soukra,Terrasse;Garage;Entre-seul;Climatisation;Chauffage central;Cuisine équipée,https://www.mubawab.tn/fr/a/8195140/duplex-jumel%C3%A9e-s5-%C3%A0-la-soukra,445000,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
A vendre Fabuleux Duplex D1 S4,5,4,Villa,195,323.0,Nouveau,36.871990775019455,10.180869412934417,Riadh al Andalous,Ariana Ville,Jardin;Garage;Concierge;Chambre rangement;Salon européen;Antenne parabolique;Climatisation;Chauffage central;Sécurité;Double vitrage;Porte blindée;Cuisine équipée,https://www.mubawab.tn/fr/pa/8221561/a-vendre-fabuleux-duplex-d1-s4,890000,True,False,True,True,False,True,True,True,True,False,False,True,True,False,False,False,False,True,False,True,True,False,False,False
A vendre Villa de coin à Khzema Ouest,7,6,Villa,600,440.0,Bon état,35.84517816553637,10.594067597886683,Khezama Ouest,,Jardin;Terrasse;Garage;Chambre rangement;Antenne parabolique;Climatisation;Chauffage central;Sécurité;Double vitrage;Porte blindée;Cuisine équipée;Four,https://www.mubawab.tn/fr/a/7854037/a-vendre-villa-de-coin-%C3%A0-khzema-ouest,1050000,True,False,True,True,False,True,False,True,True,False,True,True,True,False,False,False,False,True,False,False,True,True,False,False
Maison avec garage et jardin à vendre Hammamet,6,3,Villa,350,280.0,Bon état,36.40108,10.61457,Hammamet,Hammamet,Jardin;Garage;Entre-seul,https://www.mubawab.tn/fr/a/8255165/maison-avec-garage-et-jardin-%C3%A0-vendre-hammamet,470000,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False
À vendre une villa S5 située à El Menzah 9,6,5,Villa,560,600.0,Bon état,36.845235,10.164723,El Menzah 9,El Menzah,Jardin;Terrasse;Garage;Entre-seul;Climatisation;Chauffage central,https://www.mubawab.tn/fr/a/8229584/%C3%A0-vendre-une-villa-s5-situ%C3%A9e-%C3%A0-el-menzah-9,1250000,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False
A vendre villa moderne S3 à chatt Mariam,4,3,Villa,220,400.0,Nouveau,35.87,10.57,Chott Meriem,Akouda,Jardin;Terrasse;Garage;Chauffage central;Cuisine équipée,https://www.mubawab.tn/fr/a/8203309/a-vendre-villa-moderne-s3-%C3%A0-chatt-mariam,750000,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False
"A vendre villa au bord de la mer à Lebna, Nabeul",3,2,Villa,190,759.0,Bon état,36.66827751840958,10.92171470947266,Korba,,Jardin;Terrasse;Garage;Vue sur mer;Piscine;Meublé;Entre-seul;Antenne parabolique;Climatisation;Chauffage central;Sécurité;Cuisine équipée,https://www.mubawab.tn/fr/a/8126821/a-vendre-villa-au-bord-de-la-mer-%C3%A0-lebna-nabeul,680000,True,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,True,False,False,False,True,True,False,True
Villa piscine pour la vente à Hammamet Nord,7,3,Villa,220,203.0,Nouveau,36.40108,10.61457,Hammamet Nord,Hammamet,Terrasse;Garage;Piscine;Climatisation;Chauffage central;Cuisine équipée,https://www.mubawab.tn/fr/a/8255246/villa-piscine-pour-la-vente-%C3%A0-hammamet-nord,720000,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
À VENDRE EN EXCLUSIVITÉ – Triplex avec piscine,3,3,Maison,270,,Nouveau,36.87638900000003,10.325278,Les Berges Du Lac 1,La Marsa,Jardin;Terrasse;Garage;Piscine;Entre-seul;Climatisation;Chauffage central;Sécurité,https://www.mubawab.tn/fr/a/8207128/%C3%A0-vendre-en-exclusivit%C3%A9-%E2%80%93-triplex-avec-piscine,1350000,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False,True,False,False,False,True,True,False,False
Maison avec piscine à kelibia,3,3,Maison,269,269.0,Nouveau,36.8493,11.0918,Kélibia,,Jardin;Garage;Piscine,https://www.mubawab.tn/fr/a/7900784/maison-avec-piscine-%C3%A0-kelibia,400000,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False
Villa individuelle en vente,5,4,Villa,300,401.0,Bon état,36.77855,10.05538,La Manouba,La Manouba,Jardin;Terrasse;Garage;Climatisation;Cuisine équipée,https://www.mubawab.tn/fr/a/8246894/villa-individuelle-en-vente,800000,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False
Un duplex s4 aux jardins de carthage,5,4,Villa,200,,Bon état,36.833333,10.316667,Les Jardins de Carthage,Le Kram,Jardin;Terrasse;Garage;Entre-seul;Climatisation;Chauffage central;Sécurité;Porte blindée;Cuisine équipée,https://www.mubawab.tn/fr/a/8107714/un-duplex-s4-aux-jardins-de-carthage,1200000,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,True,False,False,True,True,False,False
Grande Maison 300 m² à Sidi Hassine Tunis,9,7,Maison,310,300.0,Bon état,36.81881,10.16596,Sidi Hassine,Sidi Hassine,Terrasse;Garage,https://www.mubawab.tn/fr/a/8147809/grande-maison-300-m%C2%B2-%C3%A0-sidi-hassine-tunis,350000,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Villa R2 avec piscine à Kelibia la blanche,9,9,Villa,400,640.0,Bon état,36.8493,11.0918,Kélibia,,Jardin;Terrasse;Garage;Vue sur mer;Piscine;Chambre rangement;Antenne parabolique;Climatisation;Chauffage central,https://www.mubawab.tn/fr/a/8143676/villa-r2-avec-piscine-%C3%A0-kelibia-la-blanche,2700000,True,False,True,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,True
A vendre Une Maison à Hammamet Centre,4,3,Maison,280,,Bon état,36.40108,10.61457,Hammamet,Hammamet,Jardin;Terrasse;Garage;Chauffage central;Sécurité;Double vitrage;Porte blindée;Cuisine équipée,https://www.mubawab.tn/fr/a/7767687/a-vendre-une-maison-%C3%A0-hammamet-centre,470000,False,False,False,True,False,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False
A vendre une villa S3 à Hammamet Centre,4,3,Villa,225,240.0,Nouveau,36.40108,10.61457,Hammamet,Hammamet,Terrasse;Piscine;Sécurité,https://www.mubawab.tn/fr/a/7840970/a-vendre-une-villa-s3-%C3%A0-hammamet-centre,750000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
Maison 91 m² à Bab Lakhouas,7,4,Maison,91,,À rénover,36.81881,10.16596,Bab El Akoues,Tunis,,https://www.mubawab.tn/fr/a/8252205/maison-91-m%C2%B2-%C3%A0-bab-lakhouas,145000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Villa Standing Construction Récente,,5,Villa,450,,Nouveau,35.72180000000001,10.617900000000002,Khezama Ouest,,Jardin;Terrasse;Garage;Chambre rangement;Salon européen;Antenne parabolique;Climatisation;Chauffage central;Sécurité;Cuisine équipée;Four,https://www.mubawab.tn/fr/a/7879842/villa-standing-construction-r%C3%A9cente,1050000,True,False,True,True,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,True,True,True,False,False
A vendre villa avec Piscine de 190m² à Nabeul,3,3,Villa,190,,Nouveau,36.45056,10.73505,Nabeul,Nabeul,Jardin;Terrasse;Garage;Piscine;Climatisation;Chauffage central,https://www.mubawab.tn/fr/a/8248001/a-vendre-villa-avec-piscine-de-190m%C2%B2-%C3%A0-nabeul,780000,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False
En exclusivité à vendre une superbe Villa avec Pi,6,6,Maison,227,,Nouveau,36.40108,10.61457,Hammamet,Hammamet,Jardin;Piscine,https://www.mubawab.tn/fr/a/8166382/en-exclusivit%C3%A9-%C3%A0-vendre-une-superbe-villa-avec-pi,1200000,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
"Garage commercial, deux appartements et un dépôt",4,4,Maison,600,470.0,Nouveau,36.783333,10.983333,Menzel Temime,,Garage,https://www.mubawab.tn/fr/a/8231714/garage-commercial-deux-appartements-et-un-d%C3%A9p%C3%B4t,330000,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
"VILLA 94 – TYPE E’, Eden Garden Djerba",4,3,Villa,343,,Nouveau,33.8075978,10.8451467,Djerba,Djerba,Jardin;Terrasse;Garage;Piscine;Chambre rangement;Salon européen;Antenne parabolique;Climatisation;Chauffage central;Sécurité;Double vitrage;Porte blindée;Cuisine équipée;Four,https://www.mubawab.tn/fr/pa/8161937/villa-94-%E2%80%93-type-e%E2%80%99-eden-garden-djerba,567000,True,False,True,True,False,True,False,True,True,False,True,True,True,False,False,False,True,True,False,True,True,True,False,False
"VILLA 15 – TYPE D, Eden Garden Djerba",3,2,Villa,278,,Nouveau,33.8075978,10.8451467,Djerba,Djerba,Jardin;Terrasse;Garage;Piscine;Chambre rangement;Salon européen;Antenne parabolique;Climatisation;Chauffage central;Sécurité;Double vitrage;Porte blindée;Cuisine équipée;Four,https://www.mubawab.tn/fr/pa/8161924/villa-15-%E2%80%93-type-d-eden-garden-djerba,518000,True,False,True,True,False,True,False,True,True,False,True,True,True,False,False,False,True,True,False,True,True,True,False,False
Villa S4 moderne avec piscine à La Soukra,5,4,Villa,300,,Bon état,36.883333,10.25,La Soukra,La Soukra,Jardin;Terrasse;Garage;Piscine;Entre-seul;Salon européen;Antenne parabolique;Climatisation;Chauffage central;Sécurité;Double vitrage;Porte blindée;Cuisine équipée,https://www.mubawab.tn/fr/a/8244687/villa-s4-moderne-avec-piscine-%C3%A0-la-soukra,1450000,True,False,False,True,False,True,False,True,True,True,False,True,True,False,False,False,True,True,False,True,True,True,False,False
Immeuble EL Yosr à Vendre à Tunis,13,10,Maison,782,,Bon état,36.81881,10.16596,Bab Bhar,Tunis,Jardin;Terrasse;Garage,https://www.mubawab.tn/fr/a/8013501/immeuble-el-yosr-%C3%A0-vendre-%C3%A0-tunis,850000,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False
Villa Victor Hugo à Vendre à Mornag,7,6,Maison,500,,Bon état,36.68902,10.29964,Mornag,Mornag,Jardin;Terrasse;Garage;Piscine,https://www.mubawab.tn/fr/a/8002469/villa-victor-hugo-%C3%A0-vendre-%C3%A0-mornag,800000,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False
Villa Garden 2 à vendre,4,3,Villa,140,,Bon état,36.40108,10.61457,Hammamet,Hammamet,Terrasse;Vue sur mer;Climatisation;Chauffage central;Cuisine équipée,https://www.mubawab.tn/fr/a/7786685/villa-garden-2-%C3%A0-vendre,1000000,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
Villa Anémone,1,3,Villa,360,1000.0,Nouveau,36.40108,10.61457,Hammamet Nord,Hammamet,Jardin;Terrasse;Garage;Vue sur les montagnes;Piscine;Chambre rangement;Cheminée;Climatisation;Chauffage central;Sécurité;Double vitrage;Porte blindée;Cuisine équipée,https://www.mubawab.tn/fr/a/8078288/villa-an%C3%A9mone,1250000,False,False,True,True,True,True,False,True,True,False,False,True,True,False,False,False,True,True,False,False,True,True,True,False
À vendre: Maison à Montfleury,6,6,Maison,600,,À rénover,36.81881,10.16596,La Medina,,Jardin;Terrasse;Chambre rangement;Entre-seul;Antenne parabolique,https://www.mubawab.tn/fr/a/8208603/%C3%A0-vendre-maison-%C3%A0-montfleury,390000,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
A Vendre Maison à BOUHSINA,4,3,Maison,380,,Nouveau,35.832439,10.622471,Sousse Jaouhara,,Jardin;Terrasse;Garage,https://www.mubawab.tn/fr/a/8255033/a-vendre-maison-%C3%A0-bouhsina,520000,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False
Maison inachevée 2583 m² a Harrouri Kelibia,3,3,Maison,170,2583.0,Nouveau,36.8493,11.0918,Kélibia,,Jardin;Garage,https://www.mubawab.tn/fr/a/8255044/maison-inachev%C3%A9e-2583-m%C2%B2-a-harrouri-kelibia,300000,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
"À VENDRE, Villa à Mongil Radès",6,5,Villa,240,1114.0,Bon état,36.7609,10.2736,Rades Mongil,Rades,Jardin;Terrasse;Garage;Climatisation;Chauffage central,https://www.mubawab.tn/fr/a/8254527/%C3%A0-vendre-villa-%C3%A0-mongil-rad%C3%A8s,1500000,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False
Villa Velora à Vendre au Kram,4,3,Villa,170,180.0,Bon état,36.833333,10.316667,Le Kram,Le Kram,Terrasse,https://www.mubawab.tn/fr/a/8108608/villa-velora-%C3%A0-vendre-au-kram,580000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Villa Rama à vendre à Carthage,4,2,Villa,200,,Bon état,36.8566,10.3258,Carthage,Carthage,Jardin,https://www.mubawab.tn/fr/a/8176222/villa-rama-%C3%A0-vendre-%C3%A0-carthage,1400000,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
"À vendre – Villa haut standing à Mezraya, Djerba",3,3,Villa,207,723.0,Nouveau,33.8075978,10.8451467,Djerba,Djerba,Jardin;Terrasse;Garage;Piscine;Chambre rangement;Meublé;Salon européen;Antenne parabolique;Climatisation;Sécurité;Double vitrage;Porte blindée;Cuisine équipée;Réfrigérateur;Four;Machine à laver;Micro-ondes,https://www.mubawab.tn/fr/a/8161201/%C3%A0-vendre-%E2%80%93-villa-haut-standing-%C3%A0-mezraya-djerba,700000,True,False,True,False,False,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False
Magnifique villa France ville,5,4,Villa,220,,Nouveau,36.81881000000001,10.165960000000002,Montplaisir,Tunis,Jardin;Terrasse;Climatisation;Chauffage central;Cuisine équipée,https://www.mubawab.tn/fr/a/7964780/magnifique-villa-france-ville,710000,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
Duplex S3 Riadh Landalous,4,3,Maison,260,,Nouveau,36.8625,10.19556,Riadh al Andalous,Ariana Ville,Garage;Climatisation;Chauffage central;Cuisine équipée,https://www.mubawab.tn/fr/a/8157884/duplex-s3-riadh-landalous,700000,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Villa de luxe a vendre a hammamet,2,3,Villa,600,600.0,Nouveau,36.40108,10.61457,Hammamet,Hammamet,Jardin;Terrasse;Garage;Vue sur les montagnes;Chambre rangement;Meublé;Entre-seul;Salon européen;Climatisation;Chauffage central;Double vitrage;Porte blindée;Cuisine équipée;Réfrigérateur;Four;Machine à laver;Micro-ondes,https://www.mubawab.tn/fr/a/8249254/villa-de-luxe-a-vendre-a-hammamet,470000,False,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,False
A vendre maison de 324 m² sur un terrain de 445 m²,9,6,Maison,324,400.0,Bon état,36.77228,10.22122,Ben Arous,Ben Arous,Garage;Piscine;Climatisation;Chauffage central;Cuisine équipée,https://www.mubawab.tn/fr/a/8169153/a-vendre-maison-de-324-m%C2%B2-sur-un-terrain-de-445-m%C2%B2,700000,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
Immeuble Lana à Vendre à Bellevue,8,5,Maison,480,,Bon état,36.83561,10.21587,Bellevue,El Ouardia,Terrasse;Garage,https://www.mubawab.tn/fr/a/7850194/immeuble-lana-%C3%A0-vendre-%C3%A0-bellevue,1100000,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Villa Byrsa à Vendre à Carthage Byrsa,10,9,Villa,452,350.0,Bon état,36.8566,10.3258,Carthage Byrsa,Carthage,Jardin;Terrasse;Garage;Climatisation;Chauffage central;Cuisine équipée,https://www.mubawab.tn/fr/a/8101356/villa-byrsa-%C3%A0-vendre-%C3%A0-carthage-byrsa,1500000,False,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False
Magnifique villa à Midoun centre ville,5,4,Villa,700,350.0,Nouveau,33.8107743230902,10.989045715332033,Midoune,Midoun,Jardin;Terrasse;Garage;Piscine,https://www.mubawab.tn/fr/a/8247092/magnifique-villa-%C3%A0-midoun-centre-ville,680000,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False
A vendre un duplex neuf de très haut standing,4,3,Villa,250,,Nouveau,36.876389,10.325278,Aouina,La Marsa,Jardin;Terrasse;Garage;Ascenseur;Piscine;Concierge;Chambre rangement;Antenne parabolique;Climatisation;Chauffage central;Sécurité;Double vitrage;Porte blindée;Cuisine équipée;Four,https://www.mubawab.tn/fr/a/8069436/a-vendre-un-duplex-neuf-de-tr%C3%A8s-haut-standing,680000,True,True,True,True,False,True,True,True,True,False,True,True,True,False,False,False,True,True,False,False,True,True,False,False
